"","X","Hours.Studied","Previous.Scores","Extracurricular.Activities","Sleep.Hours","Sample.Question.Papers.Practiced","Performance.Index"
"730",730,9,66,"Yes",9,6,65
"731",731,5,91,"Yes",6,9,79
"732",732,6,57,"No",9,2,46
"733",733,4,66,"No",8,6,47
"734",734,2,61,"Yes",8,0,42
"735",735,8,55,"No",5,1,46
"736",736,6,41,"No",5,9,34
"737",737,5,44,"No",8,0,27
"738",738,9,57,"Yes",4,8,52
"739",739,1,42,"Yes",8,1,17
"740",740,5,66,"Yes",6,1,53
"741",741,6,93,"No",5,5,84
"742",742,5,56,"Yes",5,6,39
"743",743,6,55,"Yes",9,1,44
"744",744,6,45,"Yes",5,3,36
"745",745,7,90,"No",8,2,81
"746",746,4,46,"Yes",5,4,30
"747",747,8,89,"Yes",5,8,80
"748",748,7,53,"No",9,1,41
"749",749,9,77,"Yes",8,4,77
"750",750,7,79,"No",4,7,69
"751",751,3,54,"No",5,5,34
"752",752,3,86,"Yes",5,3,64
"753",753,8,86,"Yes",5,9,78
"754",754,5,87,"Yes",6,7,74
"755",755,4,72,"No",8,2,52
"756",756,8,82,"Yes",5,3,76
"757",757,6,66,"Yes",6,8,53
"758",758,2,68,"Yes",4,4,46
"759",759,4,96,"No",4,5,77
"760",760,4,76,"No",9,1,59
"761",761,6,44,"No",9,8,35
"762",762,6,68,"Yes",9,7,61
"763",763,1,71,"Yes",6,6,46
"764",764,8,99,"No",4,8,97
"765",765,6,92,"Yes",9,4,86
"766",766,3,45,"Yes",7,4,24
"767",767,9,41,"No",9,8,37
"768",768,2,45,"No",4,4,18
"769",769,8,85,"No",7,8,84
"770",770,3,82,"Yes",6,0,59
"771",771,5,43,"Yes",7,9,29
"772",772,6,95,"Yes",4,9,84
"773",773,6,68,"No",5,7,60
"774",774,4,98,"No",7,2,78
"775",775,3,64,"Yes",4,7,46
"776",776,4,48,"No",9,4,31
"777",777,1,95,"No",5,1,68
"778",778,4,42,"Yes",6,8,25
"779",779,1,65,"No",6,3,37
"780",780,1,87,"Yes",8,6,62
"781",781,6,82,"No",6,7,69
"782",782,5,66,"Yes",8,6,50
"783",783,4,75,"No",6,5,55
"784",784,3,71,"Yes",6,6,54
"785",785,1,40,"No",6,3,12
"786",786,6,96,"No",8,9,88
"787",787,2,92,"No",9,0,69
"788",788,8,93,"No",8,4,88
"789",789,5,55,"No",7,7,41
"790",790,7,90,"Yes",4,9,83
"791",791,2,87,"Yes",4,5,62
"792",792,8,50,"Yes",9,4,45
"793",793,2,65,"No",4,1,42
"794",794,4,79,"Yes",6,9,65
"795",795,1,94,"No",9,4,73
"796",796,5,40,"No",4,9,23
"797",797,9,65,"Yes",8,2,61
"798",798,1,67,"Yes",7,1,41
"799",799,9,92,"No",5,2,85
"800",800,8,97,"No",7,3,93
"801",801,6,48,"Yes",4,1,35
"802",802,7,99,"Yes",9,3,92
"803",803,3,98,"No",4,3,79
"804",804,1,83,"No",8,5,57
"805",805,5,61,"Yes",7,4,49
"806",806,2,47,"No",8,6,28
"807",807,5,97,"No",8,6,85
"808",808,8,88,"Yes",5,2,82
"809",809,9,81,"Yes",8,8,80
"810",810,2,66,"No",8,6,41
"811",811,3,78,"No",5,6,57
"812",812,3,58,"Yes",6,1,41
"813",813,1,64,"No",6,9,43
"814",814,8,77,"Yes",9,2,73
"815",815,6,60,"No",5,2,46
"816",816,8,63,"Yes",9,5,61
"817",817,9,63,"No",9,3,61
"818",818,5,99,"No",8,3,87
"819",819,3,99,"No",9,0,78
"820",820,5,58,"Yes",4,5,43
"821",821,5,89,"Yes",7,7,75
"822",822,5,86,"Yes",4,7,72
"823",823,3,41,"No",4,7,18
"824",824,4,53,"No",8,4,36
"825",825,9,92,"Yes",7,9,92
"826",826,9,71,"Yes",9,5,71
"827",827,2,81,"No",7,4,58
"828",828,8,71,"No",9,3,69
"829",829,8,67,"No",6,3,58
"830",830,7,87,"No",5,3,74
"831",831,8,78,"Yes",8,3,72
"832",832,3,79,"Yes",9,5,61
"833",833,6,81,"No",9,5,74
"834",834,1,86,"No",7,4,60
"835",835,7,79,"No",8,8,70
"836",836,1,52,"Yes",9,7,27
"837",837,9,51,"Yes",6,9,49
"838",838,1,47,"No",4,5,17
"839",839,1,54,"No",9,8,34
"840",840,7,65,"No",7,4,51
"841",841,2,51,"No",6,9,27
"842",842,5,82,"No",8,3,67
"843",843,8,90,"No",9,5,84
"844",844,8,85,"Yes",6,3,81
"845",845,3,66,"Yes",6,7,45
"846",846,7,57,"Yes",6,6,50
"847",847,3,84,"No",6,4,67
"848",848,6,75,"No",6,9,67
"849",849,6,88,"No",6,5,77
"850",850,3,90,"Yes",5,6,70
"851",851,7,66,"No",8,1,59
"852",852,3,48,"Yes",4,8,27
"853",853,8,94,"No",8,6,88
"854",854,4,78,"No",7,7,60
"855",855,1,40,"No",7,4,14
"856",856,4,46,"Yes",8,2,27
"857",857,7,65,"Yes",6,1,54
"858",858,4,46,"Yes",5,1,32
"859",859,6,91,"No",4,2,79
"860",860,9,46,"Yes",9,0,44
"861",861,1,47,"No",9,0,20
"862",862,5,55,"No",6,6,42
"863",863,7,42,"Yes",8,9,33
"864",864,1,84,"Yes",9,7,58
"865",865,4,49,"No",8,5,31
"866",866,6,89,"No",5,6,75
"867",867,2,46,"No",5,0,22
"868",868,5,60,"No",8,0,46
"869",869,1,92,"Yes",6,8,68
"870",870,6,76,"Yes",6,4,66
"871",871,6,70,"Yes",6,6,60
"872",872,4,62,"No",9,5,44
"873",873,8,96,"No",4,3,90
"874",874,4,66,"No",4,0,47
"875",875,8,95,"Yes",6,3,88
"876",876,8,61,"No",8,9,56
"877",877,5,78,"No",5,9,66
"878",878,4,96,"Yes",7,7,78
"879",879,2,66,"Yes",5,0,43
"880",880,3,93,"No",5,1,72
"881",881,3,88,"Yes",7,7,69
"882",882,4,43,"No",6,1,24
"883",883,4,63,"Yes",5,9,47
"884",884,5,62,"No",7,8,45
"885",885,4,87,"Yes",9,2,72
"886",886,8,58,"Yes",8,2,51
"887",887,6,81,"Yes",8,5,73
"888",888,6,42,"Yes",8,2,28
"889",889,8,66,"No",6,8,56
"890",890,7,42,"No",5,7,29
"891",891,8,67,"Yes",5,3,60
"892",892,2,56,"No",4,5,28
"893",893,9,70,"Yes",8,7,66
"894",894,1,49,"Yes",6,3,21
"895",895,8,88,"No",7,4,84
"896",896,4,61,"No",6,6,42
"897",897,4,69,"No",5,7,51
"898",898,5,88,"No",8,6,74
"899",899,8,60,"No",4,7,50
"900",900,5,75,"No",9,3,62
"901",901,8,92,"No",6,0,90
"902",902,1,62,"Yes",4,5,32
"903",903,9,77,"No",5,4,71
"904",904,6,51,"Yes",7,3,37
"905",905,3,64,"No",6,1,42
"906",906,8,93,"No",9,0,85
"907",907,9,96,"Yes",5,8,96
"908",908,6,59,"Yes",8,1,51
"909",909,7,88,"Yes",6,8,82
"910",910,1,88,"Yes",4,5,64
"911",911,5,81,"No",6,5,67
"912",912,5,46,"No",5,1,32
"913",913,4,68,"Yes",5,5,50
"914",914,6,87,"Yes",4,2,73
"915",915,7,68,"No",9,6,62
"916",916,9,52,"No",5,9,48
"917",917,1,42,"Yes",6,3,20
"918",918,6,41,"No",9,8,33
"919",919,7,55,"No",4,4,43
"920",920,3,69,"Yes",5,9,49
"921",921,8,77,"Yes",5,2,70
"922",922,5,45,"Yes",6,0,28
"923",923,9,84,"Yes",5,0,82
"924",924,5,46,"No",6,3,29
"925",925,9,44,"Yes",8,9,42
"926",926,4,95,"No",9,9,79
"927",927,9,46,"No",6,3,41
"928",928,5,73,"No",7,8,61
"929",929,9,71,"No",5,7,69
"930",930,3,88,"Yes",8,3,68
"931",931,4,52,"No",9,5,38
"932",932,9,69,"Yes",4,6,67
"933",933,6,64,"No",7,9,54
"934",934,2,60,"Yes",4,7,39
"935",935,7,99,"No",7,3,93
"936",936,2,98,"No",8,0,76
"937",937,2,60,"Yes",9,4,39
"938",938,1,67,"Yes",8,0,38
"939",939,3,87,"Yes",8,3,69
"940",940,6,97,"Yes",7,6,88
"941",941,8,59,"No",6,6,54
"942",942,9,73,"No",9,0,68
"943",943,7,44,"No",4,8,33
"944",944,4,57,"No",6,1,40
"945",945,6,99,"No",6,4,87
"946",946,5,78,"Yes",5,5,64
"947",947,8,82,"Yes",4,0,70
"948",948,1,96,"No",7,1,70
"949",949,1,96,"Yes",5,6,72
"950",950,6,50,"No",5,5,38
"951",951,2,93,"No",8,5,71
"952",952,5,56,"Yes",7,5,40
"953",953,1,87,"No",6,6,58
"954",954,7,84,"Yes",9,9,77
"955",955,1,61,"No",6,8,38
"956",956,4,76,"Yes",6,8,60
"957",957,9,59,"No",8,1,57
"958",958,1,87,"No",6,1,63
"959",959,4,99,"Yes",4,4,82
"960",960,6,93,"No",6,9,84
"961",961,6,93,"No",6,6,84
"962",962,8,87,"Yes",4,2,77
"963",963,1,87,"Yes",8,2,61
"964",964,7,85,"Yes",5,3,73
"965",965,1,45,"No",7,2,15
"966",966,7,73,"Yes",8,2,64
"967",967,3,53,"Yes",6,7,33
"968",968,8,87,"Yes",5,6,78
"969",969,3,62,"No",7,6,43
"970",970,1,59,"Yes",7,9,34
"971",971,8,52,"No",7,1,48
"972",972,3,86,"No",4,8,66
"973",973,2,83,"Yes",4,5,60
"974",974,1,80,"No",5,2,53
"975",975,3,71,"No",6,8,51
"976",976,2,65,"No",5,8,43
"977",977,2,89,"No",6,5,68
"978",978,6,92,"No",8,9,80
"979",979,1,53,"Yes",7,5,26
"980",980,2,91,"Yes",7,7,70
"981",981,6,96,"Yes",4,7,85
"982",982,3,75,"No",8,5,57
"983",983,4,47,"Yes",9,6,30
"984",984,1,79,"No",8,3,56
"985",985,8,61,"No",6,0,53
"986",986,7,61,"No",8,3,52
"987",987,7,55,"No",4,7,47
"988",988,3,66,"Yes",6,7,48
"989",989,3,95,"No",5,1,78
"990",990,2,99,"Yes",6,6,79
"991",991,1,99,"Yes",5,0,75
"992",992,7,49,"No",9,1,40
"993",993,7,64,"Yes",6,7,59
"994",994,2,70,"Yes",7,9,49
"995",995,7,60,"Yes",9,3,48
"996",996,8,66,"No",5,2,60
"997",997,1,56,"No",4,1,29
"998",998,9,72,"No",9,5,68
"999",999,7,70,"Yes",9,3,63
"1000",1000,3,89,"Yes",9,2,71
"1001",1001,8,81,"No",5,2,76
"1002",1002,7,65,"No",5,9,57
"1003",1003,8,60,"Yes",6,2,54
"1004",1004,6,75,"No",7,7,61
"1005",1005,9,40,"No",9,8,34
"1006",1006,5,43,"Yes",6,8,32
"1007",1007,3,43,"Yes",6,4,23
"1008",1008,3,65,"No",7,0,44
"1009",1009,1,43,"No",6,9,18
"1010",1010,8,88,"No",7,4,82
"1011",1011,2,48,"No",4,0,18
"1012",1012,3,69,"Yes",7,8,52
"1013",1013,8,90,"No",8,9,88
"1014",1014,8,84,"No",7,7,78
"1015",1015,4,43,"Yes",7,6,26
"1016",1016,4,44,"Yes",8,1,26
"1017",1017,5,84,"Yes",7,1,74
"1018",1018,6,62,"Yes",5,3,52
"1019",1019,5,55,"Yes",6,8,40
"1020",1020,7,61,"Yes",6,8,54
"1021",1021,2,76,"Yes",4,7,51
"1022",1022,7,47,"No",4,4,35
"1023",1023,7,87,"No",8,6,79
"1024",1024,1,72,"Yes",5,8,45
"1025",1025,7,94,"No",4,2,81
"1026",1026,5,99,"No",6,3,87
"1027",1027,3,77,"Yes",4,1,56
"1028",1028,3,82,"Yes",4,8,65
"1029",1029,4,55,"Yes",7,6,38
"1030",1030,2,44,"Yes",4,5,17
"1031",1031,2,55,"Yes",8,4,35
"1032",1032,1,46,"No",6,6,20
"1033",1033,5,90,"No",8,2,75
"1034",1034,4,40,"Yes",8,4,26
"1035",1035,2,48,"Yes",9,1,23
"1036",1036,3,57,"No",5,4,38
"1037",1037,7,84,"No",9,6,78
"1038",1038,7,97,"No",9,9,91
"1039",1039,4,86,"Yes",7,6,67
"1040",1040,5,42,"Yes",8,8,31
"1041",1041,5,63,"No",5,2,49
"1042",1042,6,67,"Yes",6,7,57
"1043",1043,9,49,"No",6,4,45
"1044",1044,2,48,"Yes",5,6,22
"1045",1045,5,52,"Yes",8,0,35
"1046",1046,3,87,"No",8,0,65
"1047",1047,4,74,"No",7,3,53
"1048",1048,6,93,"Yes",7,4,79
"1049",1049,8,62,"No",9,9,57
"1050",1050,1,86,"Yes",6,2,58
"1051",1051,8,56,"No",7,5,50
"1052",1052,7,85,"No",5,2,75
"1053",1053,1,46,"Yes",6,4,17
"1054",1054,2,91,"Yes",8,0,70
"1055",1055,3,55,"Yes",6,2,36
"1056",1056,1,92,"No",4,6,61
"1057",1057,9,79,"No",6,2,78
"1058",1058,8,75,"Yes",7,4,71
"1059",1059,2,59,"No",5,6,36
"1060",1060,9,63,"Yes",8,1,63
"1061",1061,7,86,"Yes",8,2,78
"1062",1062,9,44,"Yes",7,3,39
"1063",1063,6,84,"Yes",7,4,70
"1064",1064,6,45,"Yes",7,8,34
"1065",1065,4,67,"No",4,8,49
"1066",1066,2,98,"No",5,3,71
"1067",1067,7,44,"Yes",4,8,34
"1068",1068,5,88,"No",7,3,77
"1069",1069,6,78,"Yes",5,1,67
"1070",1070,2,77,"No",7,9,52
"1071",1071,5,41,"No",5,0,25
"1072",1072,4,82,"Yes",8,6,68
"1073",1073,9,78,"No",4,3,76
"1074",1074,6,93,"Yes",9,7,85
"1075",1075,2,60,"No",7,7,40
"1076",1076,1,79,"Yes",7,7,56
"1077",1077,5,76,"Yes",6,5,62
"1078",1078,9,98,"Yes",9,8,99
"1079",1079,6,57,"Yes",8,3,46
"1080",1080,7,93,"Yes",7,4,86
"1081",1081,5,87,"Yes",4,3,73
"1082",1082,6,85,"No",8,4,74
"1083",1083,5,51,"Yes",7,1,37
"1084",1084,9,56,"No",4,4,50
"1085",1085,6,76,"Yes",6,9,65
"1086",1086,8,85,"No",6,7,79
"1087",1087,2,77,"Yes",4,8,53
"1088",1088,9,54,"Yes",8,6,55
"1089",1089,5,46,"No",4,6,31
"1090",1090,7,53,"Yes",9,5,47
"1091",1091,1,89,"Yes",4,1,63
"1092",1092,5,40,"Yes",6,9,27
"1093",1093,2,77,"Yes",6,9,53
"1094",1094,6,42,"No",6,8,33
"1095",1095,1,76,"Yes",9,4,56
"1096",1096,3,83,"No",7,5,65
"1097",1097,5,70,"Yes",9,0,55
"1098",1098,4,82,"Yes",7,4,67
"1099",1099,3,52,"Yes",9,5,32
"1100",1100,5,87,"Yes",5,9,73
"1101",1101,8,57,"No",7,1,45
"1102",1102,4,56,"Yes",8,6,43
"1103",1103,1,56,"Yes",8,3,32
"1104",1104,7,50,"Yes",6,4,42
"1105",1105,8,59,"No",9,2,55
"1106",1106,3,49,"No",4,4,28
"1107",1107,6,68,"No",6,3,58
"1108",1108,2,87,"No",4,9,67
"1109",1109,7,73,"Yes",9,5,66
"1110",1110,8,56,"Yes",6,1,46
"1111",1111,6,93,"No",6,2,79
"1112",1112,6,91,"Yes",8,9,83
"1113",1113,5,81,"Yes",4,0,63
"1114",1114,8,52,"No",5,6,45
"1115",1115,1,83,"Yes",5,8,63
"1116",1116,4,86,"No",6,1,70
"1117",1117,4,78,"No",9,6,58
"1118",1118,3,66,"No",6,2,50
"1119",1119,3,93,"No",8,4,77
"1120",1120,4,92,"No",4,5,75
"1121",1121,1,65,"No",6,7,40
"1122",1122,2,67,"Yes",9,3,43
"1123",1123,9,52,"Yes",5,1,47
"1124",1124,2,51,"Yes",4,2,22
"1125",1125,5,83,"No",6,7,71
"1126",1126,9,67,"No",4,6,63
"1127",1127,9,41,"No",8,5,37
"1128",1128,8,76,"Yes",5,4,72
"1129",1129,1,96,"Yes",9,4,73
"1130",1130,1,96,"No",4,0,72
"1131",1131,9,73,"No",5,5,68
"1132",1132,8,62,"No",6,8,59
"1133",1133,9,97,"No",9,7,97
"1134",1134,7,91,"No",9,9,83
"1135",1135,3,84,"Yes",7,0,65
"1136",1136,3,68,"No",4,5,47
"1137",1137,2,74,"No",5,2,51
"1138",1138,5,50,"No",4,5,32
"1139",1139,3,87,"No",6,8,63
"1140",1140,6,72,"Yes",6,5,60
"1141",1141,2,90,"No",9,7,70
"1142",1142,3,50,"No",9,5,32
"1143",1143,5,48,"No",5,5,32
"1144",1144,1,53,"Yes",8,6,29
"1145",1145,1,48,"No",4,9,21
"1146",1146,9,78,"Yes",4,3,74
"1147",1147,7,87,"No",6,7,81
"1148",1148,1,42,"No",4,3,11
"1149",1149,8,68,"No",5,6,65
"1150",1150,3,58,"No",7,0,37
"1151",1151,8,75,"No",9,8,75
"1152",1152,5,71,"No",6,9,61
"1153",1153,1,46,"No",9,8,17
"1154",1154,7,94,"No",9,6,87
"1155",1155,5,67,"No",9,7,52
"1156",1156,6,83,"Yes",7,1,71
"1157",1157,6,57,"Yes",4,9,46
"1158",1158,8,99,"Yes",8,9,99
"1159",1159,9,44,"Yes",9,6,40
"1160",1160,2,62,"No",5,0,42
"1161",1161,9,94,"No",9,2,91
"1162",1162,9,61,"Yes",9,5,57
"1163",1163,7,65,"Yes",4,4,58
"1164",1164,1,81,"Yes",5,4,55
"1165",1165,7,51,"Yes",4,8,46
"1166",1166,5,79,"No",9,5,64
"1167",1167,6,58,"Yes",4,2,45
"1168",1168,7,86,"No",4,1,78
"1169",1169,5,40,"No",6,8,24
"1170",1170,7,42,"No",7,9,36
"1171",1171,9,66,"Yes",8,3,65
"1172",1172,3,57,"Yes",7,4,35
"1173",1173,8,89,"No",7,8,87
"1174",1174,2,69,"Yes",5,4,45
"1175",1175,7,41,"Yes",6,6,35
"1176",1176,2,44,"No",6,1,18
"1177",1177,4,68,"No",4,1,46
"1178",1178,7,72,"Yes",7,3,63
"1179",1179,3,81,"No",8,7,62
"1180",1180,2,59,"Yes",5,1,35
"1181",1181,7,69,"Yes",6,9,63
"1182",1182,1,81,"No",4,6,58
"1183",1183,8,44,"No",8,0,37
"1184",1184,3,89,"Yes",7,8,74
"1185",1185,2,60,"No",8,9,40
"1186",1186,3,97,"Yes",6,5,78
"1187",1187,5,54,"No",5,0,38
"1188",1188,8,59,"Yes",7,9,55
"1189",1189,7,47,"No",5,5,39
"1190",1190,7,88,"Yes",9,4,84
"1191",1191,7,70,"Yes",8,4,60
"1192",1192,8,51,"No",8,4,47
"1193",1193,1,60,"Yes",4,3,34
"1194",1194,4,69,"Yes",7,6,54
"1195",1195,6,66,"Yes",8,8,56
"1196",1196,9,83,"Yes",6,3,82
"1197",1197,2,65,"Yes",9,1,45
"1198",1198,1,72,"No",6,1,45
"1199",1199,2,65,"Yes",5,1,43
"1200",1200,7,65,"Yes",9,6,57
"1201",1201,3,75,"Yes",9,3,56
"1202",1202,2,79,"No",6,3,56
"1203",1203,7,40,"No",8,0,30
"1204",1204,2,98,"Yes",6,3,75
"1205",1205,3,54,"Yes",7,5,33
"1206",1206,7,89,"No",5,1,80
"1207",1207,4,40,"No",9,3,27
"1208",1208,1,50,"Yes",7,6,26
"1209",1209,5,94,"No",8,8,81
"1210",1210,9,41,"Yes",8,1,41
"1211",1211,8,40,"Yes",6,7,34
"1212",1212,9,70,"Yes",4,5,68
"1213",1213,9,83,"No",9,7,83
"1214",1214,7,55,"Yes",9,1,44
"1215",1215,4,93,"Yes",4,0,75
"1216",1216,5,61,"No",8,6,52
"1217",1217,1,81,"Yes",8,8,56
"1218",1218,1,57,"Yes",9,8,37
"1219",1219,3,86,"Yes",5,1,67
"1220",1220,8,56,"No",9,3,50
"1221",1221,2,69,"No",8,0,46
"1222",1222,4,49,"Yes",8,6,31
"1223",1223,2,74,"No",5,1,51
"1224",1224,5,97,"Yes",7,3,82
"1225",1225,9,60,"Yes",7,1,58
"1226",1226,1,55,"No",5,0,31
"1227",1227,5,45,"No",5,6,29
"1228",1228,9,42,"Yes",7,5,40
"1229",1229,1,80,"No",7,1,51
"1230",1230,9,82,"No",7,3,79
"1231",1231,8,60,"No",7,2,52
"1232",1232,4,52,"Yes",9,2,36
"1233",1233,5,57,"Yes",9,2,43
"1234",1234,5,97,"No",6,3,81
"1235",1235,6,93,"Yes",5,0,81
"1236",1236,7,99,"Yes",4,0,84
"1237",1237,8,63,"No",6,6,55
"1238",1238,8,66,"Yes",4,4,64
"1239",1239,2,93,"No",4,2,68
"1240",1240,9,43,"Yes",8,8,41
"1241",1241,7,61,"Yes",5,4,53
"1242",1242,4,63,"No",9,9,50
"1243",1243,4,79,"Yes",6,2,65
"1244",1244,8,84,"No",5,8,78
"1245",1245,4,49,"Yes",7,0,31
"1246",1246,6,41,"Yes",5,8,30
"1247",1247,5,79,"Yes",4,4,64
"1248",1248,3,45,"No",9,5,26
"1249",1249,2,87,"Yes",7,1,66
"1250",1250,9,57,"Yes",5,7,55
"1251",1251,9,56,"No",5,2,52
"1252",1252,1,77,"No",9,0,57
"1253",1253,3,84,"Yes",4,6,68
"1254",1254,8,62,"No",7,2,57
"1255",1255,6,85,"No",4,3,75
"1256",1256,5,69,"No",9,4,54
"1257",1257,5,97,"No",5,0,82
"1258",1258,6,60,"Yes",6,8,51
"1259",1259,7,49,"No",6,6,43
"1260",1260,1,95,"Yes",8,1,68
"1261",1261,9,82,"Yes",6,0,77
"1262",1262,3,52,"Yes",9,1,33
"1263",1263,4,51,"No",9,2,37
"1264",1264,1,48,"No",9,2,23
"1265",1265,3,43,"Yes",7,7,26
"1266",1266,2,78,"Yes",8,4,56
"1267",1267,2,63,"No",7,8,42
"1268",1268,1,93,"No",6,2,65
"1269",1269,8,73,"Yes",6,5,66
"1270",1270,3,78,"No",5,3,57
"1271",1271,3,80,"No",7,7,59
"1272",1272,6,44,"Yes",4,0,28
"1273",1273,8,54,"No",5,3,46
"1274",1274,9,89,"No",7,6,84
"1275",1275,9,43,"Yes",9,8,42
"1276",1276,4,90,"No",8,0,73
"1277",1277,5,91,"Yes",7,7,77
"1278",1278,2,97,"No",8,1,74
"1279",1279,9,78,"Yes",8,3,75
"1280",1280,8,97,"No",6,3,94
"1281",1281,3,47,"Yes",4,7,27
"1282",1282,9,88,"No",7,1,89
"1283",1283,3,84,"No",4,6,62
"1284",1284,9,63,"No",8,2,59
"1285",1285,2,92,"Yes",6,8,73
"1286",1286,9,67,"No",4,4,57
"1287",1287,8,94,"Yes",5,7,90
"1288",1288,9,82,"No",8,4,80
"1289",1289,5,66,"No",5,0,50
"1290",1290,2,40,"No",9,8,18
"1291",1291,8,73,"No",4,9,68
"1292",1292,6,56,"No",4,6,39
"1293",1293,8,76,"No",4,3,67
"1294",1294,5,77,"Yes",9,6,69
"1295",1295,2,65,"Yes",7,4,43
"1296",1296,6,96,"No",8,9,84
"1297",1297,5,63,"No",8,8,50
"1298",1298,5,78,"No",8,1,65
"1299",1299,1,99,"No",7,3,74
"1300",1300,2,60,"No",4,5,35
"1301",1301,8,69,"Yes",4,4,61
"1302",1302,3,86,"No",9,0,64
"1303",1303,3,90,"No",5,8,66
"1304",1304,8,87,"Yes",7,8,81
"1305",1305,8,96,"Yes",6,2,93
"1306",1306,2,52,"Yes",7,3,28
"1307",1307,8,76,"No",9,3,71
"1308",1308,1,42,"No",5,9,13
"1309",1309,6,71,"No",5,7,59
"1310",1310,8,74,"No",5,5,67
"1311",1311,3,58,"No",4,1,35
"1312",1312,8,53,"Yes",6,3,46
"1313",1313,1,87,"No",5,0,59
"1314",1314,9,61,"No",8,2,57
"1315",1315,9,56,"No",4,3,51
"1316",1316,5,98,"Yes",6,7,80
"1317",1317,4,43,"No",8,2,22
"1318",1318,6,84,"No",6,4,71
"1319",1319,7,79,"No",9,0,73
"1320",1320,5,58,"No",6,3,40
"1321",1321,9,76,"Yes",8,1,75
"1322",1322,3,41,"Yes",7,3,24
"1323",1323,7,54,"Yes",6,4,45
"1324",1324,5,41,"No",7,2,25
"1325",1325,7,50,"Yes",6,5,42
"1326",1326,2,84,"Yes",9,1,63
"1327",1327,4,62,"No",8,4,44
"1328",1328,2,49,"No",6,3,26
"1329",1329,7,42,"Yes",5,4,31
"1330",1330,2,44,"Yes",9,8,26
"1331",1331,1,42,"Yes",5,5,15
"1332",1332,9,77,"Yes",9,6,77
"1333",1333,1,52,"No",9,7,31
"1334",1334,8,81,"No",6,8,75
"1335",1335,2,58,"Yes",8,4,34
"1336",1336,8,79,"Yes",8,7,74
"1337",1337,3,89,"Yes",4,1,68
"1338",1338,6,74,"No",8,9,64
"1339",1339,3,63,"No",7,8,43
"1340",1340,7,63,"No",6,1,54
"1341",1341,9,56,"Yes",5,4,53
"1342",1342,2,79,"No",8,5,56
"1343",1343,5,49,"Yes",5,3,34
"1344",1344,6,41,"Yes",4,7,27
"1345",1345,4,83,"No",6,9,66
"1346",1346,4,62,"Yes",8,2,41
"1347",1347,4,45,"No",5,4,25
"1348",1348,2,41,"No",9,1,20
"1349",1349,4,60,"Yes",8,2,45
"1350",1350,1,94,"Yes",4,7,70
"1351",1351,6,95,"No",9,4,86
"1352",1352,1,74,"No",5,2,46
"1353",1353,6,88,"No",5,4,73
"1354",1354,1,68,"No",6,8,42
"1355",1355,6,46,"No",6,2,27
"1356",1356,8,68,"No",5,9,64
"1357",1357,2,92,"No",9,6,71
"1358",1358,2,76,"Yes",6,7,56
"1359",1359,4,62,"No",5,4,43
"1360",1360,3,72,"Yes",9,2,50
"1361",1361,4,47,"Yes",7,5,31
"1362",1362,7,51,"No",8,2,42
"1363",1363,1,85,"No",7,8,60
"1364",1364,6,87,"No",7,1,76
"1365",1365,3,49,"No",8,2,28
"1366",1366,7,54,"No",5,6,45
"1367",1367,2,92,"Yes",5,9,71
"1368",1368,2,63,"Yes",6,7,44
"1369",1369,4,65,"No",4,4,48
"1370",1370,1,86,"No",5,4,57
"1371",1371,3,81,"No",8,4,61
"1372",1372,9,92,"No",4,3,86
"1373",1373,7,99,"Yes",8,8,95
"1374",1374,7,78,"Yes",8,5,70
"1375",1375,4,97,"Yes",8,7,81
"1376",1376,2,42,"No",4,7,18
"1377",1377,4,41,"No",7,4,24
"1378",1378,6,45,"No",9,8,32
"1379",1379,3,60,"Yes",8,1,40
"1380",1380,1,48,"Yes",6,7,25
"1381",1381,8,49,"Yes",5,2,41
"1382",1382,5,75,"No",9,6,66
"1383",1383,5,98,"Yes",5,8,83
"1384",1384,4,42,"No",5,4,22
"1385",1385,6,80,"Yes",4,7,70
"1386",1386,3,63,"No",6,3,42
"1387",1387,9,61,"No",6,0,56
"1388",1388,5,88,"No",9,0,72
"1389",1389,3,53,"No",6,5,31
"1390",1390,1,81,"Yes",6,7,60
"1391",1391,6,84,"Yes",6,9,74
"1392",1392,2,83,"Yes",9,1,62
"1393",1393,3,66,"No",7,3,44
"1394",1394,1,72,"Yes",6,2,46
"1395",1395,9,99,"No",6,8,96
"1396",1396,8,61,"Yes",4,2,51
"1397",1397,2,68,"Yes",4,7,43
"1398",1398,8,58,"No",6,6,51
"1399",1399,9,58,"No",7,0,58
"1400",1400,1,45,"No",6,7,23
"1401",1401,5,84,"Yes",6,8,67
"1402",1402,8,58,"No",6,7,50
"1403",1403,2,52,"Yes",8,9,31
"1404",1404,4,98,"Yes",7,9,83
"1405",1405,7,65,"Yes",5,0,55
"1406",1406,3,61,"No",6,6,44
"1407",1407,5,60,"Yes",5,8,45
"1408",1408,8,75,"No",7,4,73
"1409",1409,3,95,"No",6,1,76
"1410",1410,4,41,"Yes",5,7,23
"1411",1411,9,86,"Yes",9,8,84
"1412",1412,7,83,"Yes",5,6,73
"1413",1413,1,69,"Yes",7,4,48
"1414",1414,4,66,"No",6,7,50
"1415",1415,4,46,"No",8,5,30
"1416",1416,9,59,"No",7,3,51
"1417",1417,6,89,"No",8,0,76
"1418",1418,9,70,"No",6,5,66
"1419",1419,6,62,"No",5,7,50
"1420",1420,6,52,"No",9,2,40
